"","GEO.NAME","ALT.GEO.CODE","EDUC15","EDUC15.ID","tech","V1","V2","pct","dum"
"272","Rouyn-Noranda","24485","Secondary (high) school
diploma or equivalency
certificate",3,1,40,40,6.45161290322581,0
"273","Rouyn-Noranda","24485","Apprenticeship or trades
certificate or diploma",5,1,10,10,1.61290322580645,0
"274","Rouyn-Noranda","24485","College, CEGEP or other non-
university certificate or
diploma",8,1,225,215,34.6774193548387,0
"275","Rouyn-Noranda","24485","University certificate or
diploma below bachelor level",9,1,30,35,5.64516129032258,0
"276","Rouyn-Noranda","24485","University certificate,
diploma or degree at bachelor
level or above",10,1,350,310,50,0
"277","Cornwall","35501","No certificate, diploma or
degree",2,1,10,0,0,0
"278","Cornwall","35501","Secondary (high) school
diploma or equivalency
certificate",3,1,135,125,22.5225225225225,0
"279","Cornwall","35501","Apprenticeship or trades
certificate or diploma",5,1,45,15,2.7027027027027,0
"280","Cornwall","35501","College, CEGEP or other non-
university certificate or
diploma",8,1,325,305,54.954954954955,0
"281","Cornwall","35501","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"282","Cornwall","35501","University certificate,
diploma or degree at bachelor
level or above",10,1,115,110,19.8198198198198,0
"283","Hawkesbury","35502","No certificate, diploma or
degree",2,1,0,0,0,0
"284","Hawkesbury","35502","Secondary (high) school
diploma or equivalency
certificate",3,1,20,30,27.2727272727273,0
"285","Hawkesbury","35502","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"286","Hawkesbury","35502","College, CEGEP or other non-
university certificate or
diploma",8,1,30,40,36.3636363636364,0
"287","Hawkesbury","35502","University certificate or
diploma below bachelor level",9,1,10,10,9.09090909090909,0
"288","Hawkesbury","35502","University certificate,
diploma or degree at bachelor
level or above",10,1,50,30,27.2727272727273,0
"289","Ottawa - Gatineau","35505","No certificate, diploma or
degree",2,1,310,305,0.452622987311716,0
"290","Ottawa - Gatineau","35505","Secondary (high) school
diploma or equivalency
certificate",3,1,6510,6185,9.17860057876382,0
"291","Ottawa - Gatineau","35505","Apprenticeship or trades
certificate or diploma",5,1,1320,1300,1.92921273280404,0
"292","Ottawa - Gatineau","35505","College, CEGEP or other non-
university certificate or
diploma",8,1,17860,17475,25.9330711582696,0
"293","Ottawa - Gatineau","35505","University certificate or
diploma below bachelor level",9,1,1495,1455,2.15923425094606,0
"294","Ottawa - Gatineau","35505","University certificate,
diploma or degree at bachelor
level or above",10,1,41900,40665,60.3472582919047,0
"295","Arnprior","35507","No certificate, diploma or
degree",2,1,0,0,0,0
"296","Arnprior","35507","Secondary (high) school
diploma or equivalency
certificate",3,1,80,70,18.1818181818182,0
"297","Arnprior","35507","Apprenticeship or trades
certificate or diploma",5,1,20,10,2.5974025974026,0
"298","Arnprior","35507","College, CEGEP or other non-
university certificate or
diploma",8,1,155,175,45.4545454545455,0
"299","Arnprior","35507","University certificate or
diploma below bachelor level",9,1,30,20,5.19480519480519,0
"300","Arnprior","35507","University certificate,
diploma or degree at bachelor
level or above",10,1,135,110,28.5714285714286,0
"301","Carleton Place","35509","No certificate, diploma or
degree",2,1,0,0,0,0
"302","Carleton Place","35509","Secondary (high) school
diploma or equivalency
certificate",3,1,220,230,19.7424892703863,0
"303","Carleton Place","35509","Apprenticeship or trades
certificate or diploma",5,1,35,45,3.86266094420601,0
"304","Carleton Place","35509","College, CEGEP or other non-
university certificate or
diploma",8,1,415,415,35.6223175965665,0
"305","Carleton Place","35509","University certificate or
diploma below bachelor level",9,1,30,10,0.858369098712446,0
"306","Carleton Place","35509","University certificate,
diploma or degree at bachelor
level or above",10,1,500,465,39.9141630901288,0
"307","Brockville","35512","No certificate, diploma or
degree",2,1,0,0,0,0
"308","Brockville","35512","Secondary (high) school
diploma or equivalency
certificate",3,1,90,105,21.6494845360825,0
"309","Brockville","35512","Apprenticeship or trades
certificate or diploma",5,1,30,20,4.12371134020619,0
"310","Brockville","35512","College, CEGEP or other non-
university certificate or
diploma",8,1,220,190,39.1752577319588,0
"311","Brockville","35512","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"312","Brockville","35512","University certificate,
diploma or degree at bachelor
level or above",10,1,185,170,35.0515463917526,0
"313","Pembroke","35515","No certificate, diploma or
degree",2,1,0,0,0,0
"314","Pembroke","35515","Secondary (high) school
diploma or equivalency
certificate",3,1,40,40,16.6666666666667,0
"315","Pembroke","35515","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"316","Pembroke","35515","College, CEGEP or other non-
university certificate or
diploma",8,1,90,75,31.25,0
"317","Pembroke","35515","University certificate or
diploma below bachelor level",9,1,0,10,4.16666666666667,0
"318","Pembroke","35515","University certificate,
diploma or degree at bachelor
level or above",10,1,115,115,47.9166666666667,0
"319","Petawawa","35516","No certificate, diploma or
degree",2,1,0,10,3.125,0
"320","Petawawa","35516","Secondary (high) school
diploma or equivalency
certificate",3,1,70,55,17.1875,0
"321","Petawawa","35516","Apprenticeship or trades
certificate or diploma",5,1,20,30,9.375,0
"322","Petawawa","35516","College, CEGEP or other non-
university certificate or
diploma",8,1,75,85,26.5625,0
"323","Petawawa","35516","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"324","Petawawa","35516","University certificate,
diploma or degree at bachelor
level or above",10,1,125,140,43.75,0
"325","Kingston","35521","No certificate, diploma or
degree",2,1,20,20,0.60882800608828,0
"326","Kingston","35521","Secondary (high) school
diploma or equivalency
certificate",3,1,450,455,13.8508371385084,0
"327","Kingston","35521","Apprenticeship or trades
certificate or diploma",5,1,110,85,2.58751902587519,0
"328","Kingston","35521","College, CEGEP or other non-
university certificate or
diploma",8,1,1160,1155,35.1598173515982,0
"329","Kingston","35521","University certificate or
diploma below bachelor level",9,1,70,35,1.06544901065449,0
"330","Kingston","35521","University certificate,
diploma or degree at bachelor
level or above",10,1,1530,1535,46.7275494672755,0
"331","Belleville","35522","No certificate, diploma or
degree",2,1,20,10,0.727272727272727,0
"332","Belleville","35522","Secondary (high) school
diploma or equivalency
certificate",3,1,290,320,23.2727272727273,0
"333","Belleville","35522","Apprenticeship or trades
certificate or diploma",5,1,70,55,4,0
"334","Belleville","35522","College, CEGEP or other non-
university certificate or
diploma",8,1,545,545,39.6363636363636,0
"335","Belleville","35522","University certificate or
diploma below bachelor level",9,1,30,10,0.727272727272727,0
"336","Belleville","35522","University certificate,
diploma or degree at bachelor
level or above",10,1,410,435,31.6363636363636,0
"337","Cobourg","35527","No certificate, diploma or
degree",2,1,0,0,0,0
"338","Cobourg","35527","Secondary (high) school
diploma or equivalency
certificate",3,1,20,20,19.047619047619,0
"339","Cobourg","35527","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"340","Cobourg","35527","College, CEGEP or other non-
university certificate or
diploma",8,1,70,40,38.0952380952381,0
"341","Cobourg","35527","University certificate or
diploma below bachelor level",9,1,10,0,0,0
"342","Cobourg","35527","University certificate,
diploma or degree at bachelor
level or above",10,1,50,45,42.8571428571429,0
"343","Port Hope","35528","No certificate, diploma or
degree",2,1,0,0,0,0
"344","Port Hope","35528","Secondary (high) school
diploma or equivalency
certificate",3,1,40,50,25,0
"345","Port Hope","35528","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"346","Port Hope","35528","College, CEGEP or other non-
university certificate or
diploma",8,1,65,85,42.5,0
"347","Port Hope","35528","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"348","Port Hope","35528","University certificate,
diploma or degree at bachelor
level or above",10,1,60,65,32.5,0
"349","Peterborough","35529","No certificate, diploma or
degree",2,1,30,35,1.81347150259067,0
"350","Peterborough","35529","Secondary (high) school
diploma or equivalency
certificate",3,1,325,280,14.5077720207254,0
"351","Peterborough","35529","Apprenticeship or trades
certificate or diploma",5,1,70,65,3.36787564766839,0
"352","Peterborough","35529","College, CEGEP or other non-
university certificate or
diploma",8,1,735,710,36.7875647668394,0
"353","Peterborough","35529","University certificate or
diploma below bachelor level",9,1,30,10,0.518134715025907,0
"354","Peterborough","35529","University certificate,
diploma or degree at bachelor
level or above",10,1,870,830,43.0051813471503,0
"355","Kawartha Lakes","35530","No certificate, diploma or
degree",2,1,0,10,1.32450331125828,0
"356","Kawartha Lakes","35530","Secondary (high) school
diploma or equivalency
certificate",3,1,145,115,15.2317880794702,0
"357","Kawartha Lakes","35530","Apprenticeship or trades
certificate or diploma",5,1,45,40,5.29801324503311,0
"358","Kawartha Lakes","35530","College, CEGEP or other non-
university certificate or
diploma",8,1,340,355,47.0198675496689,0
"359","Kawartha Lakes","35530","University certificate or
diploma below bachelor level",9,1,60,60,7.94701986754967,0
"360","Kawartha Lakes","35530","University certificate,
diploma or degree at bachelor
level or above",10,1,170,175,23.1788079470199,0
"361","Centre Wellington","35531","No certificate, diploma or
degree",2,1,0,0,0,0
"362","Centre Wellington","35531","Secondary (high) school
diploma or equivalency
certificate",3,1,100,55,13.2530120481928,0
"363","Centre Wellington","35531","Apprenticeship or trades
certificate or diploma",5,1,20,20,4.81927710843374,0
"364","Centre Wellington","35531","College, CEGEP or other non-
university certificate or
diploma",8,1,175,150,36.144578313253,0
"365","Centre Wellington","35531","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"366","Centre Wellington","35531","University certificate,
diploma or degree at bachelor
level or above",10,1,180,190,45.7831325301205,0
"367","Oshawa","35532","No certificate, diploma or
degree",2,1,160,130,1.37857900318134,0
"368","Oshawa","35532","Secondary (high) school
diploma or equivalency
certificate",3,1,1515,1460,15.4825026511135,0
"369","Oshawa","35532","Apprenticeship or trades
certificate or diploma",5,1,275,245,2.59809119830329,0
"370","Oshawa","35532","College, CEGEP or other non-
university certificate or
diploma",8,1,3415,3255,34.5174973488865,0
"371","Oshawa","35532","University certificate or
diploma below bachelor level",9,1,285,325,3.44644750795334,0
"372","Oshawa","35532","University certificate,
diploma or degree at bachelor
level or above",10,1,4155,4015,42.576882290562,0
"373","Ingersoll","35533","No certificate, diploma or
degree",2,1,0,10,6.06060606060606,0
"374","Ingersoll","35533","Secondary (high) school
diploma or equivalency
certificate",3,1,10,20,12.1212121212121,0
"375","Ingersoll","35533","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"376","Ingersoll","35533","College, CEGEP or other non-
university certificate or
diploma",8,1,45,80,48.4848484848485,0
"377","Ingersoll","35533","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"378","Ingersoll","35533","University certificate,
diploma or degree at bachelor
level or above",10,1,50,55,33.3333333333333,0
"379","Toronto","35535","No certificate, diploma or
degree",2,1,1380,1245,0.544476515350302,0
"380","Toronto","35535","Secondary (high) school
diploma or equivalency
certificate",3,1,20855,19640,8.58917169596781,0
"381","Toronto","35535","Apprenticeship or trades
certificate or diploma",5,1,2680,2555,1.11737951543777,0
"382","Toronto","35535","College, CEGEP or other non-
university certificate or
diploma",8,1,41240,39955,17.4735415026677,0
"383","Toronto","35535","University certificate or
diploma below bachelor level",9,1,7260,7005,3.06350039359748,0
"384","Toronto","35535","University certificate,
diploma or degree at bachelor
level or above",10,1,164475,158260,69.2119303769789,0
"385","Hamilton","35537","No certificate, diploma or
degree",2,1,165,140,0.798175598631699,0
"386","Hamilton","35537","Secondary (high) school
diploma or equivalency
certificate",3,1,2415,2295,13.0843785632839,0
"387","Hamilton","35537","Apprenticeship or trades
certificate or diploma",5,1,345,335,1.90992018244014,0
"388","Hamilton","35537","College, CEGEP or other non-
university certificate or
diploma",8,1,6010,5815,33.1527936145952,0
"389","Hamilton","35537","University certificate or
diploma below bachelor level",9,1,460,400,2.28050171037628,0
"390","Hamilton","35537","University certificate,
diploma or degree at bachelor
level or above",10,1,8820,8555,48.7742303306728,0
"391","St. Catharines - Niagara","35539","No certificate, diploma or
degree",2,1,65,85,1.53846153846154,0
"392","St. Catharines - Niagara","35539","Secondary (high) school
diploma or equivalency
certificate",3,1,905,865,15.6561085972851,0
"393","St. Catharines - Niagara","35539","Apprenticeship or trades
certificate or diploma",5,1,215,200,3.61990950226244,0
"394","St. Catharines - Niagara","35539","College, CEGEP or other non-
university certificate or
diploma",8,1,2165,2080,37.6470588235294,0
"395","St. Catharines - Niagara","35539","University certificate or
diploma below bachelor level",9,1,175,170,3.07692307692308,0
"396","St. Catharines - Niagara","35539","University certificate,
diploma or degree at bachelor
level or above",10,1,2185,2125,38.4615384615385,0
"397","Kitchener - Cambridge - Waterloo","35541","No certificate, diploma or
degree",2,1,160,155,0.808344198174707,0
"398","Kitchener - Cambridge - Waterloo","35541","Secondary (high) school
diploma or equivalency
certificate",3,1,2265,2150,11.2125162972621,0
"399","Kitchener - Cambridge - Waterloo","35541","Apprenticeship or trades
certificate or diploma",5,1,290,290,1.51238591916558,0
"400","Kitchener - Cambridge - Waterloo","35541","College, CEGEP or other non-
university certificate or
diploma",8,1,4845,4700,24.5110821382008,0
"401","Kitchener - Cambridge - Waterloo","35541","University certificate or
diploma below bachelor level",9,1,440,425,2.21642764015645,0
"402","Kitchener - Cambridge - Waterloo","35541","University certificate,
diploma or degree at bachelor
level or above",10,1,11900,11455,59.7392438070404,0
"403","Brantford","35543","No certificate, diploma or
degree",2,1,0,10,0.547945205479452,0
"404","Brantford","35543","Secondary (high) school
diploma or equivalency
certificate",3,1,355,335,18.3561643835616,0
"405","Brantford","35543","Apprenticeship or trades
certificate or diploma",5,1,70,50,2.73972602739726,0
"406","Brantford","35543","College, CEGEP or other non-
university certificate or
diploma",8,1,875,895,49.041095890411,0
"407","Brantford","35543","University certificate or
diploma below bachelor level",9,1,45,50,2.73972602739726,0
"408","Brantford","35543","University certificate,
diploma or degree at bachelor
level or above",10,1,540,485,26.5753424657534,0
"409","Woodstock","35544","No certificate, diploma or
degree",2,1,20,10,2.22222222222222,0
"410","Woodstock","35544","Secondary (high) school
diploma or equivalency
certificate",3,1,85,95,21.1111111111111,0
"411","Woodstock","35544","Apprenticeship or trades
certificate or diploma",5,1,0,10,2.22222222222222,0
"412","Woodstock","35544","College, CEGEP or other non-
university certificate or
diploma",8,1,180,210,46.6666666666667,0
"413","Woodstock","35544","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"414","Woodstock","35544","University certificate,
diploma or degree at bachelor
level or above",10,1,140,125,27.7777777777778,0
"415","Tillsonburg","35546","No certificate, diploma or
degree",2,1,0,0,0,0
"416","Tillsonburg","35546","Secondary (high) school
diploma or equivalency
certificate",3,1,20,10,8.33333333333333,0
"417","Tillsonburg","35546","Apprenticeship or trades
certificate or diploma",5,1,10,0,0,0
"418","Tillsonburg","35546","College, CEGEP or other non-
university certificate or
diploma",8,1,95,70,58.3333333333333,0
"419","Tillsonburg","35546","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"420","Tillsonburg","35546","University certificate,
diploma or degree at bachelor
level or above",10,1,50,40,33.3333333333333,0
"421","Norfolk","35547","No certificate, diploma or
degree",2,1,10,20,4.25531914893617,0
"422","Norfolk","35547","Secondary (high) school
diploma or equivalency
certificate",3,1,90,60,12.7659574468085,0
"423","Norfolk","35547","Apprenticeship or trades
certificate or diploma",5,1,20,10,2.12765957446809,0
"424","Norfolk","35547","College, CEGEP or other non-
university certificate or
diploma",8,1,250,265,56.3829787234043,0
"425","Norfolk","35547","University certificate or
diploma below bachelor level",9,1,0,20,4.25531914893617,0
"426","Norfolk","35547","University certificate,
diploma or degree at bachelor
level or above",10,1,125,95,20.2127659574468,0
"427","Guelph","35550","No certificate, diploma or
degree",2,1,30,30,0.807537012113055,0
"428","Guelph","35550","Secondary (high) school
diploma or equivalency
certificate",3,1,435,430,11.5746971736205,0
"429","Guelph","35550","Apprenticeship or trades
certificate or diploma",5,1,40,55,1.48048452220727,0
"430","Guelph","35550","College, CEGEP or other non-
university certificate or
diploma",8,1,870,825,22.207267833109,0
"431","Guelph","35550","University certificate or
diploma below bachelor level",9,1,115,110,2.96096904441454,0
"432","Guelph","35550","University certificate,
diploma or degree at bachelor
level or above",10,1,2320,2265,60.9690444145357,0
"433","Stratford","35553","No certificate, diploma or
degree",2,1,10,0,0,0
"434","Stratford","35553","Secondary (high) school
diploma or equivalency
certificate",3,1,130,120,23.5294117647059,0
"435","Stratford","35553","Apprenticeship or trades
certificate or diploma",5,1,20,10,1.96078431372549,0
"436","Stratford","35553","College, CEGEP or other non-
university certificate or
diploma",8,1,215,190,37.2549019607843,0
"437","Stratford","35553","University certificate or
diploma below bachelor level",9,1,10,0,0,0
"438","Stratford","35553","University certificate,
diploma or degree at bachelor
level or above",10,1,205,190,37.2549019607843,0
"439","London","35555","No certificate, diploma or
degree",2,1,80,85,0.805687203791469,0
"440","London","35555","Secondary (high) school
diploma or equivalency
certificate",3,1,1410,1345,12.7488151658768,0
"441","London","35555","Apprenticeship or trades
certificate or diploma",5,1,255,275,2.60663507109005,0
"442","London","35555","College, CEGEP or other non-
university certificate or
diploma",8,1,3870,3730,35.3554502369668,0
"443","London","35555","University certificate or
diploma below bachelor level",9,1,155,135,1.27962085308057,0
"444","London","35555","University certificate,
diploma or degree at bachelor
level or above",10,1,5190,4980,47.2037914691943,0
"445","Chatham-Kent","35556","No certificate, diploma or
degree",2,1,0,0,0,0
"446","Chatham-Kent","35556","Secondary (high) school
diploma or equivalency
certificate",3,1,220,215,19.1964285714286,0
"447","Chatham-Kent","35556","Apprenticeship or trades
certificate or diploma",5,1,40,40,3.57142857142857,0
"448","Chatham-Kent","35556","College, CEGEP or other non-
university certificate or
diploma",8,1,540,530,47.3214285714286,0
"449","Chatham-Kent","35556","University certificate or
diploma below bachelor level",9,1,20,20,1.78571428571429,0
"450","Chatham-Kent","35556","University certificate,
diploma or degree at bachelor
level or above",10,1,355,315,28.125,0
"451","Leamington","35557","No certificate, diploma or
degree",2,1,0,0,0,0
"452","Leamington","35557","Secondary (high) school
diploma or equivalency
certificate",3,1,85,65,17.1052631578947,0
"453","Leamington","35557","Apprenticeship or trades
certificate or diploma",5,1,30,10,2.63157894736842,0
"454","Leamington","35557","College, CEGEP or other non-
university certificate or
diploma",8,1,140,135,35.5263157894737,0
"455","Leamington","35557","University certificate or
diploma below bachelor level",9,1,10,10,2.63157894736842,0
"456","Leamington","35557","University certificate,
diploma or degree at bachelor
level or above",10,1,140,160,42.1052631578947,0
"457","Windsor","35559","No certificate, diploma or
degree",2,1,50,50,0.726216412490922,0
"458","Windsor","35559","Secondary (high) school
diploma or equivalency
certificate",3,1,585,530,7.69789397240378,0
"459","Windsor","35559","Apprenticeship or trades
certificate or diploma",5,1,220,190,2.7596223674655,0
"460","Windsor","35559","College, CEGEP or other non-
university certificate or
diploma",8,1,1765,1730,25.1270878721859,0
"461","Windsor","35559","University certificate or
diploma below bachelor level",9,1,160,155,2.25127087872186,0
"462","Windsor","35559","University certificate,
diploma or degree at bachelor
level or above",10,1,4330,4230,61.437908496732,0
"463","Sarnia","35562","No certificate, diploma or
degree",2,1,0,0,0,0
"464","Sarnia","35562","Secondary (high) school
diploma or equivalency
certificate",3,1,120,110,5.89812332439678,0
"465","Sarnia","35562","Apprenticeship or trades
certificate or diploma",5,1,75,50,2.68096514745308,0
"466","Sarnia","35562","College, CEGEP or other non-
university certificate or
diploma",8,1,695,705,37.8016085790885,0
"467","Sarnia","35562","University certificate or
diploma below bachelor level",9,1,30,25,1.34048257372654,0
"468","Sarnia","35562","University certificate,
diploma or degree at bachelor
level or above",10,1,960,975,52.2788203753351,0
"469","Wasaga Beach","35565","No certificate, diploma or
degree",2,1,0,0,0,0
"470","Wasaga Beach","35565","Secondary (high) school
diploma or equivalency
certificate",3,1,40,40,18.1818181818182,0
"471","Wasaga Beach","35565","Apprenticeship or trades
certificate or diploma",5,1,10,15,6.81818181818182,0
"472","Wasaga Beach","35565","College, CEGEP or other non-
university certificate or
diploma",8,1,105,80,36.3636363636364,0
"473","Wasaga Beach","35565","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"474","Wasaga Beach","35565","University certificate,
diploma or degree at bachelor
level or above",10,1,60,85,38.6363636363636,0
"475","Owen Sound","35566","No certificate, diploma or
degree",2,1,0,0,0,0
"476","Owen Sound","35566","Secondary (high) school
diploma or equivalency
certificate",3,1,95,70,22.5806451612903,0
"477","Owen Sound","35566","Apprenticeship or trades
certificate or diploma",5,1,25,25,8.06451612903226,0
"478","Owen Sound","35566","College, CEGEP or other non-
university certificate or
diploma",8,1,95,100,32.258064516129,0
"479","Owen Sound","35566","University certificate or
diploma below bachelor level",9,1,10,20,6.45161290322581,0
"480","Owen Sound","35566","University certificate,
diploma or degree at bachelor
level or above",10,1,115,95,30.6451612903226,0
"481","Collingwood","35567","No certificate, diploma or
degree",2,1,0,0,0,0
"482","Collingwood","35567","Secondary (high) school
diploma or equivalency
certificate",3,1,30,30,12.5,0
"483","Collingwood","35567","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"484","Collingwood","35567","College, CEGEP or other non-
university certificate or
diploma",8,1,55,90,37.5,0
"485","Collingwood","35567","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"486","Collingwood","35567","University certificate,
diploma or degree at bachelor
level or above",10,1,145,120,50,0
"487","Barrie","35568","No certificate, diploma or
degree",2,1,60,60,1.59786950732357,0
"488","Barrie","35568","Secondary (high) school
diploma or equivalency
certificate",3,1,855,780,20.7723035952064,0
"489","Barrie","35568","Apprenticeship or trades
certificate or diploma",5,1,120,90,2.39680426098535,0
"490","Barrie","35568","College, CEGEP or other non-
university certificate or
diploma",8,1,1605,1530,40.745672436751,0
"491","Barrie","35568","University certificate or
diploma below bachelor level",9,1,95,90,2.39680426098535,0
"492","Barrie","35568","University certificate,
diploma or degree at bachelor
level or above",10,1,1215,1205,32.0905459387483,0
"493","Orillia","35569","No certificate, diploma or
degree",2,1,10,10,3.84615384615385,0
"494","Orillia","35569","Secondary (high) school
diploma or equivalency
certificate",3,1,80,75,28.8461538461538,0
"495","Orillia","35569","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"496","Orillia","35569","College, CEGEP or other non-
university certificate or
diploma",8,1,110,125,48.0769230769231,0
"497","Orillia","35569","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"498","Orillia","35569","University certificate,
diploma or degree at bachelor
level or above",10,1,75,50,19.2307692307692,0
"499","Midland","35571","No certificate, diploma or
degree",2,1,0,10,2.7027027027027,0
"500","Midland","35571","Secondary (high) school
diploma or equivalency
certificate",3,1,50,50,13.5135135135135,0
"501","Midland","35571","Apprenticeship or trades
certificate or diploma",5,1,10,20,5.40540540540541,0
"502","Midland","35571","College, CEGEP or other non-
university certificate or
diploma",8,1,170,185,50,0
"503","Midland","35571","University certificate or
diploma below bachelor level",9,1,10,10,2.7027027027027,0
"504","Midland","35571","University certificate,
diploma or degree at bachelor
level or above",10,1,115,95,25.6756756756757,0
"505","North Bay","35575","No certificate, diploma or
degree",2,1,20,20,1.8957345971564,0
"506","North Bay","35575","Secondary (high) school
diploma or equivalency
certificate",3,1,165,110,10.4265402843602,0
"507","North Bay","35575","Apprenticeship or trades
certificate or diploma",5,1,45,45,4.2654028436019,0
"508","North Bay","35575","College, CEGEP or other non-
university certificate or
diploma",8,1,500,480,45.4976303317536,0
"509","North Bay","35575","University certificate or
diploma below bachelor level",9,1,20,10,0.947867298578199,0
"510","North Bay","35575","University certificate,
diploma or degree at bachelor
level or above",10,1,425,390,36.9668246445498,0
"511","Greater Sudbury","35580","No certificate, diploma or
degree",2,1,30,30,1.21703853955375,0
"512","Greater Sudbury","35580","Secondary (high) school
diploma or equivalency
certificate",3,1,230,210,8.51926977687627,0
"513","Greater Sudbury","35580","Apprenticeship or trades
certificate or diploma",5,1,55,75,3.04259634888438,0
"514","Greater Sudbury","35580","College, CEGEP or other non-
university certificate or
diploma",8,1,905,895,36.3083164300203,0
"515","Greater Sudbury","35580","University certificate or
diploma below bachelor level",9,1,10,50,2.02839756592292,0
"516","Greater Sudbury","35580","University certificate,
diploma or degree at bachelor
level or above",10,1,1260,1205,48.8843813387424,0
"517","Elliot Lake","35582","No certificate, diploma or
degree",2,1,10,0,0,0
"518","Elliot Lake","35582","Secondary (high) school
diploma or equivalency
certificate",3,1,10,10,14.2857142857143,0
"519","Elliot Lake","35582","Apprenticeship or trades
certificate or diploma",5,1,10,10,14.2857142857143,0
"520","Elliot Lake","35582","College, CEGEP or other non-
university certificate or
diploma",8,1,20,30,42.8571428571429,0
"521","Elliot Lake","35582","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"522","Elliot Lake","35582","University certificate,
diploma or degree at bachelor
level or above",10,1,30,20,28.5714285714286,0
"523","Timmins","35586","No certificate, diploma or
degree",2,1,30,30,6.89655172413793,0
"524","Timmins","35586","Secondary (high) school
diploma or equivalency
certificate",3,1,105,60,13.7931034482759,0
"525","Timmins","35586","Apprenticeship or trades
certificate or diploma",5,1,10,20,4.59770114942529,0
"526","Timmins","35586","College, CEGEP or other non-
university certificate or
diploma",8,1,200,175,40.2298850574713,0
"527","Timmins","35586","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"528","Timmins","35586","University certificate,
diploma or degree at bachelor
level or above",10,1,180,150,34.4827586206897,0
"529","Sault Ste. Marie","35590","No certificate, diploma or
degree",2,1,0,10,0.851063829787234,1
"530","Sault Ste. Marie","35590","Secondary (high) school
diploma or equivalency
certificate",3,1,145,160,13.6170212765957,1
"531","Sault Ste. Marie","35590","Apprenticeship or trades
certificate or diploma",5,1,35,45,3.82978723404255,1
"532","Sault Ste. Marie","35590","College, CEGEP or other non-
university certificate or
diploma",8,1,530,505,42.9787234042553,1
"533","Sault Ste. Marie","35590","University certificate or
diploma below bachelor level",9,1,40,40,3.40425531914894,1
"534","Sault Ste. Marie","35590","University certificate,
diploma or degree at bachelor
level or above",10,1,475,415,35.3191489361702,1
"535","Thunder Bay","35595","No certificate, diploma or
degree",2,1,0,0,0,0
"536","Thunder Bay","35595","Secondary (high) school
diploma or equivalency
certificate",3,1,250,245,13.6490250696379,0
"537","Thunder Bay","35595","Apprenticeship or trades
certificate or diploma",5,1,10,40,2.22841225626741,0
"538","Thunder Bay","35595","College, CEGEP or other non-
university certificate or
diploma",8,1,630,610,33.983286908078,0
"539","Thunder Bay","35595","University certificate or
diploma below bachelor level",9,1,60,40,2.22841225626741,0
"540","Thunder Bay","35595","University certificate,
diploma or degree at bachelor
level or above",10,1,865,860,47.9108635097493,0
"541","Kenora","35598","No certificate, diploma or
degree",2,1,0,10,6.25,0
"542","Kenora","35598","Secondary (high) school
diploma or equivalency
certificate",3,1,30,50,31.25,0
"543","Kenora","35598","Apprenticeship or trades
certificate or diploma",5,1,10,0,0,0
"544","Kenora","35598","College, CEGEP or other non-
university certificate or
diploma",8,1,85,65,40.625,0
"545","Kenora","35598","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"546","Kenora","35598","University certificate,
diploma or degree at bachelor
level or above",10,1,45,35,21.875,0
"547","Winnipeg","46602","No certificate, diploma or
degree",2,1,160,175,0.99403578528827,0
"548","Winnipeg","46602","Secondary (high) school
diploma or equivalency
certificate",3,1,2190,2085,11.8432263561488,0
"549","Winnipeg","46602","Apprenticeship or trades
certificate or diploma",5,1,530,545,3.09571144561204,0
"550","Winnipeg","46602","College, CEGEP or other non-
university certificate or
diploma",8,1,5425,5275,29.9630786708322,0
"551","Winnipeg","46602","University certificate or
diploma below bachelor level",9,1,585,560,3.18091451292247,0
"552","Winnipeg","46602","University certificate,
diploma or degree at bachelor
level or above",10,1,9200,8965,50.9230332291962,0
"553","Winkler","46603","No certificate, diploma or
degree",2,1,0,0,0,0
"554","Winkler","46603","Secondary (high) school
diploma or equivalency
certificate",3,1,30,50,24.390243902439,0
"555","Winkler","46603","Apprenticeship or trades
certificate or diploma",5,1,10,0,0,0
"556","Winkler","46603","College, CEGEP or other non-
university certificate or
diploma",8,1,70,80,39.0243902439024,0
