"","GEO.NAME","ALT.GEO.CODE","EDUC15","EDUC15.ID","tech","V1","V2","pct","dum"
"557","Winkler","46603","University certificate or
diploma below bachelor level",9,1,20,10,4.8780487804878,0
"558","Winkler","46603","University certificate,
diploma or degree at bachelor
level or above",10,1,55,65,31.7073170731707,0
"559","Steinbach","46605","No certificate, diploma or
degree",2,1,0,0,0,0
"560","Steinbach","46605","Secondary (high) school
diploma or equivalency
certificate",3,1,10,20,25,0
"561","Steinbach","46605","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"562","Steinbach","46605","College, CEGEP or other non-
university certificate or
diploma",8,1,60,20,25,0
"563","Steinbach","46605","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"564","Steinbach","46605","University certificate,
diploma or degree at bachelor
level or above",10,1,40,40,50,0
"565","Portage la Prairie","46607","No certificate, diploma or
degree",2,1,0,0,0,0
"566","Portage la Prairie","46607","Secondary (high) school
diploma or equivalency
certificate",3,1,20,10,9.52380952380952,0
"567","Portage la Prairie","46607","Apprenticeship or trades
certificate or diploma",5,1,10,10,9.52380952380952,0
"568","Portage la Prairie","46607","College, CEGEP or other non-
university certificate or
diploma",8,1,40,45,42.8571428571429,0
"569","Portage la Prairie","46607","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"570","Portage la Prairie","46607","University certificate,
diploma or degree at bachelor
level or above",10,1,50,40,38.0952380952381,0
"571","Brandon","46610","No certificate, diploma or
degree",2,1,15,15,2.72727272727273,0
"572","Brandon","46610","Secondary (high) school
diploma or equivalency
certificate",3,1,130,130,23.6363636363636,0
"573","Brandon","46610","Apprenticeship or trades
certificate or diploma",5,1,30,40,7.27272727272727,0
"574","Brandon","46610","College, CEGEP or other non-
university certificate or
diploma",8,1,180,155,28.1818181818182,0
"575","Brandon","46610","University certificate or
diploma below bachelor level",9,1,0,10,1.81818181818182,0
"576","Brandon","46610","University certificate,
diploma or degree at bachelor
level or above",10,1,180,200,36.3636363636364,0
"577","Thompson","46640","No certificate, diploma or
degree",2,1,0,10,5.55555555555556,0
"578","Thompson","46640","Secondary (high) school
diploma or equivalency
certificate",3,1,30,40,22.2222222222222,0
"579","Thompson","46640","Apprenticeship or trades
certificate or diploma",5,1,10,10,5.55555555555556,0
"580","Thompson","46640","College, CEGEP or other non-
university certificate or
diploma",8,1,20,20,11.1111111111111,0
"581","Thompson","46640","University certificate or
diploma below bachelor level",9,1,20,10,5.55555555555556,0
"582","Thompson","46640","University certificate,
diploma or degree at bachelor
level or above",10,1,75,90,50,0
"583","Regina","47705","No certificate, diploma or
degree",2,1,15,10,0.138985406532314,0
"584","Regina","47705","Secondary (high) school
diploma or equivalency
certificate",3,1,1010,985,13.6900625434329,0
"585","Regina","47705","Apprenticeship or trades
certificate or diploma",5,1,180,200,2.77970813064628,0
"586","Regina","47705","College, CEGEP or other non-
university certificate or
diploma",8,1,1800,1795,24.9478804725504,0
"587","Regina","47705","University certificate or
diploma below bachelor level",9,1,350,330,4.58651841556637,0
"588","Regina","47705","University certificate,
diploma or degree at bachelor
level or above",10,1,3970,3875,53.8568450312717,0
"589","Yorkton","47710","No certificate, diploma or
degree",2,1,0,0,0,0
"590","Yorkton","47710","Secondary (high) school
diploma or equivalency
certificate",3,1,30,30,26.0869565217391,0
"591","Yorkton","47710","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"592","Yorkton","47710","College, CEGEP or other non-
university certificate or
diploma",8,1,40,45,39.1304347826087,0
"593","Yorkton","47710","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"594","Yorkton","47710","University certificate,
diploma or degree at bachelor
level or above",10,1,60,40,34.7826086956522,0
"595","Moose Jaw","47715","No certificate, diploma or
degree",2,1,0,20,5.33333333333333,0
"596","Moose Jaw","47715","Secondary (high) school
diploma or equivalency
certificate",3,1,65,45,12,0
"597","Moose Jaw","47715","Apprenticeship or trades
certificate or diploma",5,1,50,50,13.3333333333333,0
"598","Moose Jaw","47715","College, CEGEP or other non-
university certificate or
diploma",8,1,135,125,33.3333333333333,0
"599","Moose Jaw","47715","University certificate or
diploma below bachelor level",9,1,20,20,5.33333333333333,0
"600","Moose Jaw","47715","University certificate,
diploma or degree at bachelor
level or above",10,1,140,115,30.6666666666667,0
"601","Swift Current","47720","No certificate, diploma or
degree",2,1,0,0,0,0
"602","Swift Current","47720","Secondary (high) school
diploma or equivalency
certificate",3,1,25,25,23.8095238095238,0
"603","Swift Current","47720","Apprenticeship or trades
certificate or diploma",5,1,0,10,9.52380952380952,0
"604","Swift Current","47720","College, CEGEP or other non-
university certificate or
diploma",8,1,45,50,47.6190476190476,0
"605","Swift Current","47720","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"606","Swift Current","47720","University certificate,
diploma or degree at bachelor
level or above",10,1,30,20,19.047619047619,0
"607","Saskatoon","47725","No certificate, diploma or
degree",2,1,20,40,0.674536256323777,0
"608","Saskatoon","47725","Secondary (high) school
diploma or equivalency
certificate",3,1,735,645,10.8768971332209,0
"609","Saskatoon","47725","Apprenticeship or trades
certificate or diploma",5,1,200,185,3.11973018549747,0
"610","Saskatoon","47725","College, CEGEP or other non-
university certificate or
diploma",8,1,1480,1435,24.1989881956155,0
"611","Saskatoon","47725","University certificate or
diploma below bachelor level",9,1,155,120,2.02360876897133,0
"612","Saskatoon","47725","University certificate,
diploma or degree at bachelor
level or above",10,1,3690,3505,59.106239460371,0
"613","North Battleford","47735","No certificate, diploma or
degree",2,1,0,0,0,0
"614","North Battleford","47735","Secondary (high) school
diploma or equivalency
certificate",3,1,40,30,37.5,0
"615","North Battleford","47735","Apprenticeship or trades
certificate or diploma",5,1,0,20,25,0
"616","North Battleford","47735","College, CEGEP or other non-
university certificate or
diploma",8,1,30,20,25,0
"617","North Battleford","47735","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"618","North Battleford","47735","University certificate,
diploma or degree at bachelor
level or above",10,1,50,10,12.5,0
"619","Prince Albert","47745","No certificate, diploma or
degree",2,1,10,0,0,0
"620","Prince Albert","47745","Secondary (high) school
diploma or equivalency
certificate",3,1,55,55,18.6440677966102,0
"621","Prince Albert","47745","Apprenticeship or trades
certificate or diploma",5,1,10,20,6.77966101694915,0
"622","Prince Albert","47745","College, CEGEP or other non-
university certificate or
diploma",8,1,95,80,27.1186440677966,0
"623","Prince Albert","47745","University certificate or
diploma below bachelor level",9,1,0,10,3.38983050847458,0
"624","Prince Albert","47745","University certificate,
diploma or degree at bachelor
level or above",10,1,160,130,44.0677966101695,0
"625","Estevan","47750","No certificate, diploma or
degree",2,1,0,0,0,0
"626","Estevan","47750","Secondary (high) school
diploma or equivalency
certificate",3,1,0,0,0,0
"627","Estevan","47750","Apprenticeship or trades
certificate or diploma",5,1,20,20,22.2222222222222,0
"628","Estevan","47750","College, CEGEP or other non-
university certificate or
diploma",8,1,20,20,22.2222222222222,0
"629","Estevan","47750","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"630","Estevan","47750","University certificate,
diploma or degree at bachelor
level or above",10,1,40,50,55.5555555555556,0
"631","Weyburn","47755","No certificate, diploma or
degree",2,1,10,0,0,0
"632","Weyburn","47755","Secondary (high) school
diploma or equivalency
certificate",3,1,10,10,8.33333333333333,0
"633","Weyburn","47755","Apprenticeship or trades
certificate or diploma",5,1,10,10,8.33333333333333,0
"634","Weyburn","47755","College, CEGEP or other non-
university certificate or
diploma",8,1,55,40,33.3333333333333,0
"635","Weyburn","47755","University certificate or
diploma below bachelor level",9,1,10,0,0,0
"636","Weyburn","47755","University certificate,
diploma or degree at bachelor
level or above",10,1,40,60,50,0
"637","Medicine Hat","48805","No certificate, diploma or
degree",2,1,0,10,1.2987012987013,0
"638","Medicine Hat","48805","Secondary (high) school
diploma or equivalency
certificate",3,1,95,90,11.6883116883117,0
"639","Medicine Hat","48805","Apprenticeship or trades
certificate or diploma",5,1,95,100,12.987012987013,0
"640","Medicine Hat","48805","College, CEGEP or other non-
university certificate or
diploma",8,1,255,260,33.7662337662338,0
"641","Medicine Hat","48805","University certificate or
diploma below bachelor level",9,1,20,10,1.2987012987013,0
"642","Medicine Hat","48805","University certificate,
diploma or degree at bachelor
level or above",10,1,325,300,38.961038961039,0
"643","Brooks","48806","No certificate, diploma or
degree",2,1,0,0,0,0
"644","Brooks","48806","Secondary (high) school
diploma or equivalency
certificate",3,1,20,20,28.5714285714286,0
"645","Brooks","48806","Apprenticeship or trades
certificate or diploma",5,1,20,10,14.2857142857143,0
"646","Brooks","48806","College, CEGEP or other non-
university certificate or
diploma",8,1,30,20,28.5714285714286,0
"647","Brooks","48806","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"648","Brooks","48806","University certificate,
diploma or degree at bachelor
level or above",10,1,10,20,28.5714285714286,0
"649","Lethbridge","48810","No certificate, diploma or
degree",2,1,20,20,1.63265306122449,0
"650","Lethbridge","48810","Secondary (high) school
diploma or equivalency
certificate",3,1,155,155,12.6530612244898,0
"651","Lethbridge","48810","Apprenticeship or trades
certificate or diploma",5,1,55,60,4.89795918367347,0
"652","Lethbridge","48810","College, CEGEP or other non-
university certificate or
diploma",8,1,400,365,29.7959183673469,0
"653","Lethbridge","48810","University certificate or
diploma below bachelor level",9,1,10,40,3.26530612244898,0
"654","Lethbridge","48810","University certificate,
diploma or degree at bachelor
level or above",10,1,575,585,47.7551020408163,0
"655","Okotoks","48820","No certificate, diploma or
degree",2,1,20,30,4.76190476190476,0
"656","Okotoks","48820","Secondary (high) school
diploma or equivalency
certificate",3,1,130,125,19.8412698412698,0
"657","Okotoks","48820","Apprenticeship or trades
certificate or diploma",5,1,40,20,3.17460317460317,0
"658","Okotoks","48820","College, CEGEP or other non-
university certificate or
diploma",8,1,195,165,26.1904761904762,0
"659","Okotoks","48820","University certificate or
diploma below bachelor level",9,1,20,0,0,0
"660","Okotoks","48820","University certificate,
diploma or degree at bachelor
level or above",10,1,315,290,46.031746031746,0
"661","High River","48821","No certificate, diploma or
degree",2,1,0,0,0,0
"662","High River","48821","Secondary (high) school
diploma or equivalency
certificate",3,1,10,20,11.1111111111111,0
"663","High River","48821","Apprenticeship or trades
certificate or diploma",5,1,10,0,0,0
"664","High River","48821","College, CEGEP or other non-
university certificate or
diploma",8,1,45,75,41.6666666666667,0
"665","High River","48821","University certificate or
diploma below bachelor level",9,1,20,10,5.55555555555556,0
"666","High River","48821","University certificate,
diploma or degree at bachelor
level or above",10,1,95,75,41.6666666666667,0
"667","Calgary","48825","No certificate, diploma or
degree",2,1,320,320,0.564921881896019,0
"668","Calgary","48825","Secondary (high) school
diploma or equivalency
certificate",3,1,4675,4295,7.58231088357313,0
"669","Calgary","48825","Apprenticeship or trades
certificate or diploma",5,1,1270,1185,2.0919763438962,0
"670","Calgary","48825","College, CEGEP or other non-
university certificate or
diploma",8,1,11315,10265,18.1216347426957,0
"671","Calgary","48825","University certificate or
diploma below bachelor level",9,1,1955,1770,3.12472415923736,0
"672","Calgary","48825","University certificate,
diploma or degree at bachelor
level or above",10,1,43425,38810,68.5144319887016,0
"673","Strathmore","48826","No certificate, diploma or
degree",2,1,0,0,0,0
"674","Strathmore","48826","Secondary (high) school
diploma or equivalency
certificate",3,1,40,30,30,0
"675","Strathmore","48826","Apprenticeship or trades
certificate or diploma",5,1,0,10,10,0
"676","Strathmore","48826","College, CEGEP or other non-
university certificate or
diploma",8,1,30,20,20,0
"677","Strathmore","48826","University certificate or
diploma below bachelor level",9,1,10,10,10,0
"678","Strathmore","48826","University certificate,
diploma or degree at bachelor
level or above",10,1,35,30,30,0
"679","Canmore","48828","No certificate, diploma or
degree",2,1,0,0,0,0
"680","Canmore","48828","Secondary (high) school
diploma or equivalency
certificate",3,1,40,20,6.55737704918033,0
"681","Canmore","48828","Apprenticeship or trades
certificate or diploma",5,1,10,20,6.55737704918033,0
"682","Canmore","48828","College, CEGEP or other non-
university certificate or
diploma",8,1,100,75,24.5901639344262,0
"683","Canmore","48828","University certificate or
diploma below bachelor level",9,1,10,20,6.55737704918033,0
"684","Canmore","48828","University certificate,
diploma or degree at bachelor
level or above",10,1,185,170,55.7377049180328,0
"685","Red Deer","48830","No certificate, diploma or
degree",2,1,30,20,1.33333333333333,0
"686","Red Deer","48830","Secondary (high) school
diploma or equivalency
certificate",3,1,175,160,10.6666666666667,0
"687","Red Deer","48830","Apprenticeship or trades
certificate or diploma",5,1,175,145,9.66666666666667,0
"688","Red Deer","48830","College, CEGEP or other non-
university certificate or
diploma",8,1,470,430,28.6666666666667,0
"689","Red Deer","48830","University certificate or
diploma below bachelor level",9,1,20,40,2.66666666666667,0
"690","Red Deer","48830","University certificate,
diploma or degree at bachelor
level or above",10,1,730,705,47,0
"691","Sylvan Lake","48831","No certificate, diploma or
degree",2,1,10,0,0,0
"692","Sylvan Lake","48831","Secondary (high) school
diploma or equivalency
certificate",3,1,60,20,15.3846153846154,0
"693","Sylvan Lake","48831","Apprenticeship or trades
certificate or diploma",5,1,30,30,23.0769230769231,0
"694","Sylvan Lake","48831","College, CEGEP or other non-
university certificate or
diploma",8,1,60,60,46.1538461538462,0
"695","Sylvan Lake","48831","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"696","Sylvan Lake","48831","University certificate,
diploma or degree at bachelor
level or above",10,1,20,20,15.3846153846154,0
"697","Lacombe","48832","No certificate, diploma or
degree",2,1,0,0,0,0
"698","Lacombe","48832","Secondary (high) school
diploma or equivalency
certificate",3,1,10,10,15.3846153846154,0
"699","Lacombe","48832","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"700","Lacombe","48832","College, CEGEP or other non-
university certificate or
diploma",8,1,20,20,30.7692307692308,0
"701","Lacombe","48832","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"702","Lacombe","48832","University certificate,
diploma or degree at bachelor
level or above",10,1,45,35,53.8461538461538,0
"703","Camrose","48833","No certificate, diploma or
degree",2,1,0,0,0,0
"704","Camrose","48833","Secondary (high) school
diploma or equivalency
certificate",3,1,30,50,33.3333333333333,0
"705","Camrose","48833","Apprenticeship or trades
certificate or diploma",5,1,0,0,0,0
"706","Camrose","48833","College, CEGEP or other non-
university certificate or
diploma",8,1,45,60,40,0
"707","Camrose","48833","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"708","Camrose","48833","University certificate,
diploma or degree at bachelor
level or above",10,1,70,40,26.6666666666667,0
"709","Edmonton","48835","No certificate, diploma or
degree",2,1,225,205,0.633987938766043,0
"710","Edmonton","48835","Secondary (high) school
diploma or equivalency
certificate",3,1,3180,2985,9.23148291325189,0
"711","Edmonton","48835","Apprenticeship or trades
certificate or diploma",5,1,1165,1130,3.49466522344209,0
"712","Edmonton","48835","College, CEGEP or other non-
university certificate or
diploma",8,1,8645,8245,25.4986856347611,0
"713","Edmonton","48835","University certificate or
diploma below bachelor level",9,1,1095,1015,3.1390134529148,0
"714","Edmonton","48835","University certificate,
diploma or degree at bachelor
level or above",10,1,20035,18755,58.0021648368641,0
"715","Lloydminster","48840","No certificate, diploma or
degree",2,1,0,0,0,0
"716","Lloydminster","48840","Secondary (high) school
diploma or equivalency
certificate",3,1,35,15,4.05405405405405,0
"717","Lloydminster","48840","Apprenticeship or trades
certificate or diploma",5,1,25,20,5.40540540540541,0
"718","Lloydminster","48840","College, CEGEP or other non-
university certificate or
diploma",8,1,120,120,32.4324324324324,0
"719","Lloydminster","48840","University certificate or
diploma below bachelor level",9,1,10,20,5.40540540540541,0
"720","Lloydminster","48840","University certificate,
diploma or degree at bachelor
level or above",10,1,205,195,52.7027027027027,0
"721","Cold Lake","48845","No certificate, diploma or
degree",2,1,10,0,0,0
"722","Cold Lake","48845","Secondary (high) school
diploma or equivalency
certificate",3,1,40,40,19.047619047619,0
"723","Cold Lake","48845","Apprenticeship or trades
certificate or diploma",5,1,30,20,9.52380952380952,0
"724","Cold Lake","48845","College, CEGEP or other non-
university certificate or
diploma",8,1,30,45,21.4285714285714,0
"725","Cold Lake","48845","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"726","Cold Lake","48845","University certificate,
diploma or degree at bachelor
level or above",10,1,105,105,50,0
"727","Grande Prairie","48850","No certificate, diploma or
degree",2,1,30,10,1.31578947368421,0
"728","Grande Prairie","48850","Secondary (high) school
diploma or equivalency
certificate",3,1,135,145,19.0789473684211,0
"729","Grande Prairie","48850","Apprenticeship or trades
certificate or diploma",5,1,70,70,9.21052631578947,0
"730","Grande Prairie","48850","College, CEGEP or other non-
university certificate or
diploma",8,1,230,250,32.8947368421053,0
"731","Grande Prairie","48850","University certificate or
diploma below bachelor level",9,1,10,10,1.31578947368421,0
"732","Grande Prairie","48850","University certificate,
diploma or degree at bachelor
level or above",10,1,270,275,36.1842105263158,0
"733","Wood Buffalo","48860","No certificate, diploma or
degree",2,1,0,0,0,0
"734","Wood Buffalo","48860","Secondary (high) school
diploma or equivalency
certificate",3,1,125,120,6.68523676880223,0
"735","Wood Buffalo","48860","Apprenticeship or trades
certificate or diploma",5,1,70,85,4.73537604456825,0
"736","Wood Buffalo","48860","College, CEGEP or other non-
university certificate or
diploma",8,1,280,250,13.9275766016713,0
"737","Wood Buffalo","48860","University certificate or
diploma below bachelor level",9,1,45,50,2.78551532033426,0
"738","Wood Buffalo","48860","University certificate,
diploma or degree at bachelor
level or above",10,1,1325,1290,71.866295264624,0
"739","Wetaskiwin","48865","No certificate, diploma or
degree",2,1,0,0,0,0
"740","Wetaskiwin","48865","Secondary (high) school
diploma or equivalency
certificate",3,1,30,20,28.5714285714286,0
"741","Wetaskiwin","48865","Apprenticeship or trades
certificate or diploma",5,1,10,20,28.5714285714286,0
"742","Wetaskiwin","48865","College, CEGEP or other non-
university certificate or
diploma",8,1,30,20,28.5714285714286,0
"743","Wetaskiwin","48865","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"744","Wetaskiwin","48865","University certificate,
diploma or degree at bachelor
level or above",10,1,20,10,14.2857142857143,0
"745","Cranbrook","59905","No certificate, diploma or
degree",2,1,10,0,0,0
"746","Cranbrook","59905","Secondary (high) school
diploma or equivalency
certificate",3,1,65,80,35.5555555555556,0
"747","Cranbrook","59905","Apprenticeship or trades
certificate or diploma",5,1,40,0,0,0
"748","Cranbrook","59905","College, CEGEP or other non-
university certificate or
diploma",8,1,95,80,35.5555555555556,0
"749","Cranbrook","59905","University certificate or
diploma below bachelor level",9,1,10,10,4.44444444444444,0
"750","Cranbrook","59905","University certificate,
diploma or degree at bachelor
level or above",10,1,65,55,24.4444444444444,0
"751","Nelson","59907","No certificate, diploma or
degree",2,1,10,10,2.5,0
"752","Nelson","59907","Secondary (high) school
diploma or equivalency
certificate",3,1,20,50,12.5,0
"753","Nelson","59907","Apprenticeship or trades
certificate or diploma",5,1,20,10,2.5,0
"754","Nelson","59907","College, CEGEP or other non-
university certificate or
diploma",8,1,95,95,23.75,0
"755","Nelson","59907","University certificate or
diploma below bachelor level",9,1,20,20,5,0
"756","Nelson","59907","University certificate,
diploma or degree at bachelor
level or above",10,1,240,215,53.75,0
"757","Penticton","59913","No certificate, diploma or
degree",2,1,0,0,0,0
"758","Penticton","59913","Secondary (high) school
diploma or equivalency
certificate",3,1,75,65,18.3098591549296,0
"759","Penticton","59913","Apprenticeship or trades
certificate or diploma",5,1,50,20,5.63380281690141,0
"760","Penticton","59913","College, CEGEP or other non-
university certificate or
diploma",8,1,105,115,32.3943661971831,0
"761","Penticton","59913","University certificate or
diploma below bachelor level",9,1,20,10,2.8169014084507,0
"762","Penticton","59913","University certificate,
diploma or degree at bachelor
level or above",10,1,125,145,40.8450704225352,0
"763","Kelowna","59915","No certificate, diploma or
degree",2,1,35,30,0.955414012738854,0
"764","Kelowna","59915","Secondary (high) school
diploma or equivalency
certificate",3,1,465,445,14.171974522293,0
"765","Kelowna","59915","Apprenticeship or trades
certificate or diploma",5,1,190,160,5.09554140127389,0
"766","Kelowna","59915","College, CEGEP or other non-
university certificate or
diploma",8,1,1175,1145,36.4649681528662,0
"767","Kelowna","59915","University certificate or
diploma below bachelor level",9,1,120,115,3.6624203821656,0
"768","Kelowna","59915","University certificate,
diploma or degree at bachelor
level or above",10,1,1310,1245,39.6496815286624,0
"769","Vernon","59918","No certificate, diploma or
degree",2,1,0,0,0,0
"770","Vernon","59918","Secondary (high) school
diploma or equivalency
certificate",3,1,135,140,18.4210526315789,0
"771","Vernon","59918","Apprenticeship or trades
certificate or diploma",5,1,25,30,3.94736842105263,0
"772","Vernon","59918","College, CEGEP or other non-
university certificate or
diploma",8,1,280,270,35.5263157894737,0
"773","Vernon","59918","University certificate or
diploma below bachelor level",9,1,35,55,7.23684210526316,0
"774","Vernon","59918","University certificate,
diploma or degree at bachelor
level or above",10,1,245,265,34.8684210526316,0
"775","Salmon Arm","59920","No certificate, diploma or
degree",2,1,0,0,0,0
"776","Salmon Arm","59920","Secondary (high) school
diploma or equivalency
certificate",3,1,20,30,15.3846153846154,0
"777","Salmon Arm","59920","Apprenticeship or trades
certificate or diploma",5,1,30,10,5.12820512820513,0
"778","Salmon Arm","59920","College, CEGEP or other non-
university certificate or
diploma",8,1,80,85,43.5897435897436,0
"779","Salmon Arm","59920","University certificate or
diploma below bachelor level",9,1,20,10,5.12820512820513,0
"780","Salmon Arm","59920","University certificate,
diploma or degree at bachelor
level or above",10,1,70,60,30.7692307692308,0
"781","Kamloops","59925","No certificate, diploma or
degree",2,1,10,0,0,0
"782","Kamloops","59925","Secondary (high) school
diploma or equivalency
certificate",3,1,215,210,14.5833333333333,0
"783","Kamloops","59925","Apprenticeship or trades
certificate or diploma",5,1,95,80,5.55555555555556,0
"784","Kamloops","59925","College, CEGEP or other non-
university certificate or
diploma",8,1,390,405,28.125,0
"785","Kamloops","59925","University certificate or
diploma below bachelor level",9,1,140,130,9.02777777777778,0
"786","Kamloops","59925","University certificate,
diploma or degree at bachelor
level or above",10,1,645,615,42.7083333333333,0
"787","Chilliwack","59930","No certificate, diploma or
degree",2,1,55,40,4.54545454545455,0
"788","Chilliwack","59930","Secondary (high) school
diploma or equivalency
certificate",3,1,220,190,21.5909090909091,0
"789","Chilliwack","59930","Apprenticeship or trades
certificate or diploma",5,1,70,60,6.81818181818182,0
"790","Chilliwack","59930","College, CEGEP or other non-
university certificate or
diploma",8,1,270,270,30.6818181818182,0
"791","Chilliwack","59930","University certificate or
diploma below bachelor level",9,1,60,70,7.95454545454545,0
"792","Chilliwack","59930","University certificate,
diploma or degree at bachelor
level or above",10,1,275,250,28.4090909090909,0
"793","Abbotsford - Mission","59932","No certificate, diploma or
degree",2,1,40,40,2.20994475138122,0
"794","Abbotsford - Mission","59932","Secondary (high) school
diploma or equivalency
certificate",3,1,320,295,16.2983425414365,0
"795","Abbotsford - Mission","59932","Apprenticeship or trades
certificate or diploma",5,1,100,145,8.01104972375691,0
"796","Abbotsford - Mission","59932","College, CEGEP or other non-
university certificate or
diploma",8,1,570,560,30.939226519337,0
"797","Abbotsford - Mission","59932","University certificate or
diploma below bachelor level",9,1,120,110,6.07734806629834,0
"798","Abbotsford - Mission","59932","University certificate,
diploma or degree at bachelor
level or above",10,1,720,660,36.4640883977901,0
"799","Vancouver","59933","No certificate, diploma or
degree",2,1,440,430,0.546413368066586,0
"800","Vancouver","59933","Secondary (high) school
diploma or equivalency
certificate",3,1,7755,7325,9.30808818857615,0
"801","Vancouver","59933","Apprenticeship or trades
certificate or diploma",5,1,1850,1780,2.26189719804308,0
"802","Vancouver","59933","College, CEGEP or other non-
university certificate or
diploma",8,1,15435,14975,19.0291632251096,0
"803","Vancouver","59933","University certificate or
diploma below bachelor level",9,1,3265,3115,3.95832009657539,0
"804","Vancouver","59933","University certificate,
diploma or degree at bachelor
level or above",10,1,52835,51070,64.8961179236292,0
"805","Squamish","59934","No certificate, diploma or
degree",2,1,0,10,2.24719101123596,0
"806","Squamish","59934","Secondary (high) school
diploma or equivalency
certificate",3,1,35,35,7.86516853932584,0
"807","Squamish","59934","Apprenticeship or trades
certificate or diploma",5,1,10,0,0,0
"808","Squamish","59934","College, CEGEP or other non-
university certificate or
diploma",8,1,165,140,31.4606741573034,0
"809","Squamish","59934","University certificate or
diploma below bachelor level",9,1,20,20,4.49438202247191,0
"810","Squamish","59934","University certificate,
diploma or degree at bachelor
level or above",10,1,260,240,53.9325842696629,0
"811","Victoria","59935","No certificate, diploma or
degree",2,1,105,85,0.813397129186603,0
"812","Victoria","59935","Secondary (high) school
diploma or equivalency
certificate",3,1,1310,1240,11.866028708134,0
"813","Victoria","59935","Apprenticeship or trades
certificate or diploma",5,1,310,320,3.0622009569378,0
"814","Victoria","59935","College, CEGEP or other non-
university certificate or
diploma",8,1,2825,2775,26.555023923445,0
"815","Victoria","59935","University certificate or
diploma below bachelor level",9,1,340,345,3.30143540669856,0
"816","Victoria","59935","University certificate,
diploma or degree at bachelor
level or above",10,1,5865,5685,54.4019138755981,0
"817","Duncan","59937","No certificate, diploma or
degree",2,1,0,10,1.92307692307692,0
"818","Duncan","59937","Secondary (high) school
diploma or equivalency
certificate",3,1,105,110,21.1538461538462,0
"819","Duncan","59937","Apprenticeship or trades
certificate or diploma",5,1,60,20,3.84615384615385,0
"820","Duncan","59937","College, CEGEP or other non-
university certificate or
diploma",8,1,160,155,29.8076923076923,0
"821","Duncan","59937","University certificate or
diploma below bachelor level",9,1,20,20,3.84615384615385,0
"822","Duncan","59937","University certificate,
diploma or degree at bachelor
level or above",10,1,170,205,39.4230769230769,0
"823","Nanaimo","59938","No certificate, diploma or
degree",2,1,30,30,2.04081632653061,0
"824","Nanaimo","59938","Secondary (high) school
diploma or equivalency
certificate",3,1,330,325,22.108843537415,0
"825","Nanaimo","59938","Apprenticeship or trades
certificate or diploma",5,1,115,120,8.16326530612245,0
"826","Nanaimo","59938","College, CEGEP or other non-
university certificate or
diploma",8,1,405,360,24.4897959183673,0
"827","Nanaimo","59938","University certificate or
diploma below bachelor level",9,1,80,85,5.78231292517007,0
"828","Nanaimo","59938","University certificate,
diploma or degree at bachelor
level or above",10,1,545,550,37.4149659863946,0
"829","Parksville","59939","No certificate, diploma or
degree",2,1,10,10,3.92156862745098,0
"830","Parksville","59939","Secondary (high) school
diploma or equivalency
certificate",3,1,45,50,19.6078431372549,0
"831","Parksville","59939","Apprenticeship or trades
certificate or diploma",5,1,10,30,11.7647058823529,0
"832","Parksville","59939","College, CEGEP or other non-
university certificate or
diploma",8,1,90,60,23.5294117647059,0
"833","Parksville","59939","University certificate or
diploma below bachelor level",9,1,10,10,3.92156862745098,0
"834","Parksville","59939","University certificate,
diploma or degree at bachelor
level or above",10,1,100,95,37.2549019607843,0
"835","Port Alberni","59940","No certificate, diploma or
degree",2,1,10,20,14.2857142857143,0
"836","Port Alberni","59940","Secondary (high) school
diploma or equivalency
certificate",3,1,10,10,7.14285714285714,0
"837","Port Alberni","59940","Apprenticeship or trades
certificate or diploma",5,1,10,10,7.14285714285714,0
"838","Port Alberni","59940","College, CEGEP or other non-
university certificate or
diploma",8,1,60,70,50,0
"839","Port Alberni","59940","University certificate or
diploma below bachelor level",9,1,10,0,0,0
"840","Port Alberni","59940","University certificate,
diploma or degree at bachelor
level or above",10,1,35,30,21.4285714285714,0
"841","Courtenay","59943","No certificate, diploma or
degree",2,1,0,0,0,0
"842","Courtenay","59943","Secondary (high) school
diploma or equivalency
certificate",3,1,95,65,12.7450980392157,0
"843","Courtenay","59943","Apprenticeship or trades
certificate or diploma",5,1,45,65,12.7450980392157,0
"844","Courtenay","59943","College, CEGEP or other non-
university certificate or
diploma",8,1,140,160,31.3725490196078,0
"845","Courtenay","59943","University certificate or
diploma below bachelor level",9,1,40,20,3.92156862745098,0
"846","Courtenay","59943","University certificate,
diploma or degree at bachelor
level or above",10,1,200,200,39.2156862745098,0
