"","ID","Name","long","lat","num.row"
"101","47705","Regina",-104.578193985635,51.6518071776256,306
"102","47710","Yorkton",-102.535677820374,52.364196502281,18
"103","47715","Moose Jaw",-105.468912087226,51.6780267510706,11
"104","47720","Swift Current",-107.835631536161,51.5689885048872,10
"105","47725","Saskatoon",-106.335011415401,53.3215130802912,77
"106","47735","North Battleford",-107.783584383739,54.071642313141,30
"107","47745","Prince Albert",-105.267743089655,54.3744951193186,159
"108","47750","Estevan",-103.079249905031,50.3054908639272,19
"109","47755","Weyburn",-103.877888674825,50.8580133170938,23
"110","47840","Lloydminster",-109.372647857534,54.4546137647226,130
"111","48805","Medicine Hat",-110.599289865522,51.5028697739015,209
"112","48806","Brooks",-111.873792491185,52.167169598779,257
"113","48810","Lethbridge",-112.820268267743,51.4680571123579,171
"114","48820","Okotoks",-113.882493410445,52.3967322712922,19
"115","48821","High River",-113.810721278664,52.2546204153431,21
"116","48825","Calgary",-113.918532932546,52.8436189867878,130
"117","48826","Strathmore",-113.259866076484,52.6726653354514,24
"118","48828","Canmore",-115.184102262006,52.8140539833177,51
"119","48830","Red Deer",-113.450514806513,53.8793133850932,38
"120","48831","Sylvan Lake",-113.734312973015,53.9213002549554,27
"121","48832","Lacombe",-113.348079898632,54.0562581160578,29
"122","48833","Camrose",-112.373912515984,54.5105270889028,30
"123","48835","Edmonton",-113.22513757427,55.0453787376557,342
"124","48840","Lloydminster",-109.585671683651,54.6105478304998,10
"125","48845","Cold Lake",-109.62082376809,55.7003435007796,58
"126","48850","Grande Prairie",-117.786365055649,56.9480618709959,48
"127","48860","Wood Buffalo",-110.117765324927,58.6741201361049,435
"128","48865","Wetaskiwin",-112.917415226103,54.5093015411796,33
"129","59905","Cranbrook",-115.726172730302,51.3254784042183,367
"130","59907","Nelson",-117.337440507468,51.4831073448655,150
"131","59913","Penticton",-119.860321264603,51.6013975446706,239
"132","59915","Kelowna",-119.551920845854,52.0480571398075,280
"133","59918","Vernon",-119.365043875803,52.3849017968886,153
"134","59920","Salmon Arm",-119.224655942156,52.7585404078602,13
"135","59925","Kamloops",-120.434340031559,52.9547356469864,272
"136","59930","Chilliwack",-122.020839659203,51.4543761474287,138
"137","59932","Abbotsford - Mission",-122.617890742305,51.5035360900278,108
"138","59933","Vancouver",-123.117949748885,51.6905986013215,691
"139","59934","Squamish",-123.324387947461,52.1726879918527,135
"140","59935","Victoria",-124.038670581025,50.9674297692795,806
"141","59937","Duncan",-124.139600863599,51.3170047052312,250
"142","59938","Nanaimo",-124.587317294896,51.6750078441348,587
"143","59939","Parksville",-124.701436955797,51.8860128543556,109
"144","59940","Port Alberni",-125.451497839422,51.9608315264476,473
"145","59943","Courtenay",-125.214221136933,52.1629776129948,470
"146","59944","Campbell River",-125.8048137602,52.4642102067765,324
"147","59945","Powell River",-124.471465519509,52.4245955035178,195
"148","59950","Williams Lake",-121.802610878945,54.2404423402886,241
"149","59952","Quesnel",-122.201036759227,55.2775336915223,634
"150","59955","Prince Rupert",-129.082950583762,57.0618945349558,248
"151","59965","Terrace",-127.482581254599,57.1535898921571,82
"152","59970","Prince George",-121.116101544391,56.0225976319371,810
"153","59975","Dawson Creek",-118.991843005936,57.5800124137375,32
"154","59977","Fort St. John",-119.402432648199,58.0612188227139,94
"155","60990","Whitehorse",-131.281862627653,63.2860610017828,50
"156","61995","Yellowknife",-111.861253798318,63.1988555292079,10
